Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.22-192.168.1.29-2404-46525-6,192.168.1.29,46525.0,192.168.1.22,2404.0,6.0,05/06/2020 08:04:16 PM,20996375.0,2.0,5.0,22.0,39.0,16.0,6.0,11.0,7.071067811865476,15.0,6.0,7.8,4.024922359499621,2.905263408564573,0.333390882950033,3499395.833333333,5063939.2288534185,10030063.0,84.0,10039631.0,10039631.0,0.0,10039631.0,10039631.0,20996375.0,5249093.75,5539055.102171752,10058060.0,1251.0,0.0,1.0,0.0,0.0,64,160,0.0952545379857237,0.2381363449643093,6.0,16.0,8.375,4.405759217855,19.41071428571429,0,0,0,1,1,0.0,0.0,0.0,2.0,9.571428571428571,11.0,7.8,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,5.0,39.0,-1.0,260.0,2.0,0.0,14624.0,18912.2779696154,27997.0,1251.0,10020848.5,13031.270870486886,10030063.0,10011634.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-38949-6,192.168.1.29,38949.0,192.168.1.22,2404.0,6.0,05/06/2020 10:47:04 PM,25153304.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,3.0612280597411776,0.3180496685445379,3593329.142857143,4624498.121443213,10015701.0,115.0,10011333.0,10011333.0,0.0,10011333.0,10011333.0,25153304.0,5030660.8,4801656.788632201,10018650.0,2157.0,0.0,1.0,0.0,0.0,64,192,0.0795124171361344,0.2385372514084034,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2553.0,560.0285706997456,2949.0,2157.0,10012042.5,5173.900317941968,10015701.0,10008384.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-46113-6,192.168.1.29,46113.0,192.168.1.22,2404.0,6.0,05/06/2020 10:34:04 PM,24990503.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.0811704750400577,0.3201216077963697,3570071.8571428573,4716595.818328422,10015797.0,73.0,10016497.0,10016497.0,0.0,10016497.0,10016497.0,24990503.0,4998100.6,4944845.349865434,10015870.0,1194.0,0.0,1.0,0.0,0.0,64,192,0.0800304019490924,0.2400912058472772,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2347586.0,3318998.010543544,4694472.0,700.0,10014945.5,1204.2028483606905,10015797.0,10014094.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-46739-6,192.168.1.29,46739.0,192.168.1.22,2404.0,6.0,05/06/2020 10:45:46 PM,53235870.0,2.0,11.0,22.0,125.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,11.363636363636363,5.143398239932958,2.761296096034497,0.2441962533908058,4436322.5,4450387.155263145,10017653.0,69.0,30767494.0,30767494.0,0.0,30767494.0,30767494.0,53235870.0,5323587.0,4354384.619834868,10017722.0,1016.0,0.0,1.0,0.0,0.0,64,352,0.0375686543678162,0.2066275990229896,6.0,16.0,10.928571428571429,5.1210618747750685,26.22527472527473,0,0,0,1,1,0.0,0.0,0.0,5.0,11.769230769230768,11.0,11.363636363636363,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,11.0,125.0,-1.0,260.0,2.0,0.0,809103.4999999999,1615585.565220755,3232481.0,69.0,8333242.666666668,2321073.861805235,10017653.0,5068330.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-41669-6,192.168.1.29,41669.0,192.168.1.22,2404.0,6.0,05/06/2020 07:45:19 PM,25936423.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,2.968797971871449,0.3084465425320986,3705203.2857142864,4653308.994218297,10016791.0,95.0,10025863.0,10025863.0,0.0,10025863.0,10025863.0,25936423.0,5187284.6,4789106.354433393,10029791.0,307.0,0.0,1.0,0.0,0.0,64,192,0.0771116356330246,0.2313349068990739,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,6653.5,8975.306373600848,13000.0,307.0,10014827.0,2777.5154365007597,10016791.0,10012863.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-36877-6,192.168.1.29,36877.0,192.168.1.22,2404.0,6.0,06/06/2020 12:02:10 AM,23406702.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,3.2896560993513737,0.3417824518806622,3343814.571428572,4634455.276876915,10011594.0,85.0,10009097.0,10009097.0,0.0,10009097.0,10009097.0,23406702.0,4681340.4,4939185.37391793,10012519.0,4759.0,0.0,1.0,0.0,0.0,64,192,0.0854456129701655,0.2563368389104967,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2842.0,2711.047399069223,4759.0,925.0,10009883.0,2419.719405220366,10011594.0,10008172.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-45501-6,192.168.1.29,45501.0,192.168.1.22,2404.0,6.0,05/06/2020 10:31:44 PM,20997525.0,2.0,5.0,22.0,39.0,16.0,6.0,11.0,7.071067811865476,15.0,6.0,7.8,4.024922359499621,2.905104292053468,0.3333726236782669,3499587.5,5061187.402953057,10023326.0,71.0,10024055.0,10024055.0,0.0,10024055.0,10024055.0,20997525.0,5249381.25,5518235.4508739095,10023397.0,4759.0,0.0,1.0,0.0,0.0,64,160,0.0952493210509333,0.2381233026273335,6.0,16.0,8.375,4.405759217855,19.41071428571429,0,0,0,1,1,0.0,0.0,0.0,2.0,9.571428571428571,11.0,7.8,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,5.0,39.0,-1.0,260.0,2.0,0.0,2744.0,2849.6403281817866,4759.0,729.0,10015961.0,10415.682886877845,10023326.0,10008596.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-37161-6,192.168.1.29,37161.0,192.168.1.22,2404.0,6.0,05/06/2020 10:09:59 PM,20980845.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.6700142439448937,0.3813001811890799,2997263.571428572,4799833.332161123,10007562.0,70.0,10004651.0,10004651.0,0.0,10004651.0,10004651.0,20980845.0,4196169.0,5317223.007191584,10008246.0,538.0,0.0,1.0,0.0,0.0,64,192,0.0953250452972699,0.2859751358918099,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,14490.5,19525.339548904136,28297.0,684.0,10005764.5,2542.0488783656383,10007562.0,10003967.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-38421-6,192.168.1.29,38421.0,192.168.1.22,2404.0,6.0,05/06/2020 09:11:14 PM,24448877.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,3.1494289083298184,0.3272133930732279,3492696.7142857136,4616926.352322783,10010699.0,82.0,10010932.0,10010932.0,0.0,10010932.0,10010932.0,24448877.0,4889775.4,4841441.652651543,10011575.0,2844.0,0.0,1.0,0.0,0.0,64,192,0.0818033482683069,0.2454100448049209,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,1860.0,1391.5861453751254,2844.0,876.0,10010377.5,454.6696603029501,10010699.0,10010056.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-38805-6,192.168.1.29,38805.0,192.168.1.22,2404.0,6.0,05/06/2020 08:22:52 PM,41005269.0,2.0,10.0,22.0,109.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,10.9,5.173651192984184,3.194711391845765,0.2926453183370166,3727751.727272728,4124780.7892381167,10017793.0,57.0,30995265.0,30995265.0,0.0,30995265.0,30995265.0,41005269.0,4556141.0,4125889.813348873,10017850.0,393.0,0.0,1.0,0.0,0.0,64,320,0.0487742197228361,0.2438710986141805,6.0,16.0,10.538461538461537,5.1090668524265865,26.102564102564106,0,0,0,1,1,0.0,0.0,0.0,5.0,11.416666666666664,11.0,10.9,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,10.0,109.0,-1.0,260.0,2.0,0.0,2418812.0,2135609.343519315,4047915.0,1031.0,8437194.0,1965418.016367511,10017793.0,5952343.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-36207-6,192.168.1.29,36207.0,192.168.1.22,2404.0,6.0,05/06/2020 09:57:24 PM,24997612.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.0802942297048213,0.3200305693199814,3571087.428571428,4728268.05555219,10056599.0,79.0,10013666.0,10013666.0,0.0,10013666.0,10013666.0,24997612.0,4999522.4,4961026.860208409,10057291.0,944.0,0.0,1.0,0.0,0.0,64,192,0.0800076423299953,0.2400229269899861,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2343626.0,3313409.038545045,4686560.0,692.0,10034786.5,30847.533329263133,10056599.0,10012974.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-34373-6,192.168.1.29,34373.0,192.168.1.22,2404.0,6.0,05/06/2020 07:29:10 PM,20995339.0,2.0,5.0,22.0,39.0,16.0,6.0,11.0,7.071067811865476,15.0,6.0,7.8,4.024922359499621,2.9054067667114114,0.3334073338849161,3499223.166666666,5062235.969762509,10028053.0,90.0,10034945.0,10034945.0,0.0,10034945.0,10034945.0,20995339.0,5248834.75,5523803.403443583,10028143.0,2143.0,0.0,1.0,0.0,0.0,64,160,0.0952592382528331,0.2381480956320829,6.0,16.0,8.375,4.405759217855,19.41071428571429,0,0,0,1,1,0.0,0.0,0.0,2.0,9.571428571428571,11.0,7.8,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,5.0,39.0,-1.0,260.0,2.0,0.0,4517.5,3358.050103854914,6892.0,2143.0,10017302.5,15203.50290229196,10028053.0,10006552.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-43845-6,192.168.1.29,43845.0,192.168.1.22,2404.0,6.0,05/06/2020 09:07:53 PM,25913321.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,2.971444686692223,0.3087215258901011,3701903.0,4649151.083488755,10012458.0,68.0,10013354.0,10013354.0,0.0,10013354.0,10013354.0,25913321.0,5182664.2,4778480.246667836,10012526.0,2079.0,0.0,1.0,0.0,0.0,64,192,0.0771803814725252,0.2315411444175758,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,1487.5,836.5073221436858,2079.0,896.0,10011166.0,1827.1639225860388,10012458.0,10009874.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-42929-6,192.168.1.29,42929.0,192.168.1.22,2404.0,6.0,05/06/2020 11:34:06 PM,25991498.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,2.962507201393317,0.3077929559889161,3713071.142857143,4719258.371371799,10014155.0,117.0,10014108.0,10014108.0,0.0,10014108.0,10014108.0,25991498.0,5198299.6,4874680.501845255,10015284.0,1231.0,0.0,1.0,0.0,0.0,64,192,0.076948238997229,0.230844716991687,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,1180.0,72.12489168102785,1231.0,1129.0,8479763.0,2656626.521924374,10014155.0,5412155.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-34715-6,192.168.1.29,34715.0,192.168.1.22,2404.0,6.0,06/06/2020 12:25:51 AM,25002887.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.0796443626689984,0.3199630506669089,3571841.0,4717183.295048117,10016643.0,73.0,10017624.0,10017624.0,0.0,10017624.0,10017624.0,25002887.0,5000577.4,4944933.901007151,10016716.0,2644.0,0.0,1.0,0.0,0.0,64,192,0.0799907626667272,0.2399722880001817,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2353848.0,3327456.421860097,4706715.0,981.0,10015467.0,1663.1151493507598,10016643.0,10014291.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-36975-6,192.168.1.29,36975.0,192.168.1.22,2404.0,6.0,05/06/2020 09:43:14 PM,24994130.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.080723353843483,0.3200751536460761,3570589.9999999995,4628343.409347056,10024079.0,87.0,10012118.0,10012118.0,0.0,10012118.0,10012118.0,24994130.0,4998826.0,4817902.509672907,10024834.0,1353.0,0.0,1.0,0.0,0.0,64,192,0.080018788411519,0.2400563652345571,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2013175.0,2845991.657190864,4025595.0,755.0,10017721.0,8991.569829568138,10024079.0,10011363.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-38297-6,192.168.1.29,38297.0,192.168.1.22,2404.0,6.0,06/06/2020 12:13:21 AM,24997504.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.0803075379045843,0.3200319519900867,3571071.9999999995,4645286.428353763,10020856.0,84.0,10025971.0,10025971.0,0.0,10025971.0,10025971.0,24997504.0,4999500.8,4848916.086139324,10034892.0,2586.0,0.0,1.0,0.0,0.0,64,192,0.0800079879975216,0.240023963992565,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2099860.5,2949801.29663008,4185685.0,14036.0,10016395.5,6308.099594965191,10020856.0,10011935.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-37305-6,192.168.1.29,37305.0,192.168.1.22,2404.0,6.0,05/06/2020 11:20:46 PM,24995937.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.0805006429644943,0.320052014853454,3570848.1428571427,4710578.0529638985,10040480.0,83.0,10014095.0,10014095.0,0.0,10014095.0,10014095.0,24995937.0,4999187.4,4936118.8618532885,10041716.0,742.0,0.0,1.0,0.0,0.0,64,192,0.0800130037133634,0.2400390111400905,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2303885.5,3256438.152291626,4606535.0,1236.0,10026669.5,19530.99640315363,10040480.0,10012859.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-36195-6,192.168.1.29,36195.0,192.168.1.22,2404.0,6.0,05/06/2020 10:17:24 PM,25013473.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.0783410204572546,0.3198276384890655,3573353.285714285,4737267.863508238,10052695.0,66.0,10013249.0,10013249.0,0.0,10013249.0,10013249.0,25013473.0,5002694.6,4972798.929228367,10053498.0,15078.0,0.0,1.0,0.0,0.0,64,192,0.0799569096222663,0.2398707288667991,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2390059.5,3378918.946288073,4779316.0,803.0,10032570.5,28460.34083597736,10052695.0,10012446.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-40013-6,192.168.1.29,40013.0,192.168.1.22,2404.0,6.0,05/06/2020 08:40:21 PM,26033868.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,2.957685734597717,0.3072920243737888,3719124.0,4651362.053145545,10008380.0,78.0,10009399.0,10009399.0,0.0,10009399.0,10009399.0,26033868.0,5206773.6,4772412.5453997385,10008458.0,3050.0,0.0,1.0,0.0,0.0,64,192,0.0768230060934472,0.2304690182803416,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,325183.66666666674,559711.6963154633,971482.0,1019.0,8352772.333333332,2862179.58491677,10008380.0,5047814.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-40059-6,192.168.1.29,40059.0,192.168.1.22,2404.0,6.0,05/06/2020 10:04:03 PM,25988993.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,2.9627927484531624,0.3078226232159129,3712713.285714285,4749391.706354078,10012545.0,78.0,10006086.0,10006086.0,0.0,10006086.0,10006086.0,25988993.0,5197798.6,4918369.083563097,10013314.0,1437.0,0.0,1.0,0.0,0.0,64,192,0.0769556558039782,0.2308669674119347,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,1103.0,472.34732983261375,1437.0,769.0,8538539.333333334,2546795.6378956544,10012545.0,5597756.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-44129-6,192.168.1.29,44129.0,192.168.1.22,2404.0,6.0,05/06/2020 11:10:45 PM,26009307.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,2.9604787240198287,0.3075822050929692,3715615.2857142864,4699571.293857263,10016200.0,192.0,10021782.0,10021782.0,0.0,10021782.0,10021782.0,26009307.0,5201861.4,4847040.394085684,10016823.0,968.0,0.0,1.0,0.0,0.0,64,192,0.0768955512732423,0.2306866538197269,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,3275.0,3262.59068839473,5582.0,968.0,8444688.666666666,2717643.98513866,10016200.0,5306625.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-32999-6,192.168.1.29,32999.0,192.168.1.22,2404.0,6.0,06/06/2020 12:18:21 AM,25003867.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.0795236592803827,0.3199505100551046,3571981.0,4710057.769721301,10017194.0,69.0,10014660.0,10014660.0,0.0,10014660.0,10014660.0,25003867.0,5000773.4,4934541.455274522,10017937.0,1062.0,0.0,1.0,0.0,0.0,64,192,0.0799876275137761,0.2399628825413285,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2330111.5,3294224.524464673,4659480.0,743.0,10015555.5,2317.188921948317,10017194.0,10013917.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-45097-6,192.168.1.29,45097.0,192.168.1.22,2404.0,6.0,05/06/2020 07:59:01 PM,24989031.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.081351973992109,0.3201404648303489,3569861.571428572,4688192.397172598,10012858.0,74.0,10013798.0,10013798.0,0.0,10013798.0,10013798.0,24989031.0,4997806.2,4904391.769255663,10012932.0,269.0,0.0,1.0,0.0,0.0,64,192,0.0800351162075872,0.2401053486227617,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2261218.0,3196515.802333535,4521496.0,940.0,10011076.5,2519.421461367669,10012858.0,10009295.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-38187-6,192.168.1.29,38187.0,192.168.1.22,2404.0,6.0,05/06/2020 10:24:51 PM,27994764.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,2.750514346182736,0.2857677242787258,3999252.000000001,4970666.49447409,10019402.0,71.0,10013558.0,10013558.0,0.0,10013558.0,10013558.0,27994764.0,5598952.8,5086102.832652196,10019923.0,1323.0,0.0,1.0,0.0,0.0,64,192,0.0714419310696814,0.2143257932090444,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,922.0,567.0996385116111,1323.0,521.0,9248532.333333334,1329676.9855496234,10019402.0,7713158.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-35583-6,192.168.1.29,35583.0,192.168.1.22,2404.0,6.0,05/06/2020 07:42:51 PM,24592571.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,3.131026845464836,0.325301490437905,3513224.4285714286,4617846.449108569,10012714.0,78.0,10013038.0,10013038.0,0.0,10013038.0,10013038.0,24592571.0,4918514.2,4832587.873815973,10014048.0,3861.0,0.0,1.0,0.0,0.0,64,192,0.0813253726094762,0.2439761178284288,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2597.5,1786.8588360584054,3861.0,1334.0,10012209.0,714.177848998413,10012714.0,10011704.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-38769-6,192.168.1.29,38769.0,192.168.1.22,2404.0,6.0,05/06/2020 07:47:01 PM,24342884.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,3.163142050054545,0.3286381350706021,3477554.857142857,4618225.54027444,10012011.0,78.0,10010121.0,10010121.0,0.0,10010121.0,10010121.0,24342884.0,4868576.8,4851531.404182261,10014074.0,180.0,0.0,1.0,0.0,0.0,64,192,0.0821595337676505,0.2464786013029516,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,1121.5,1331.482068974269,2063.0,180.0,10010034.5,2795.1931060304223,10012011.0,10008058.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-42467-6,192.168.1.29,42467.0,192.168.1.22,2404.0,6.0,05/06/2020 07:52:23 PM,23997660.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.208646176335526,0.3333658365023923,3428237.142857143,4634686.828725087,10012751.0,90.0,10007919.0,10007919.0,0.0,10007919.0,10007919.0,23997660.0,4799532.0,4898852.158769848,10013707.0,2298.0,0.0,1.0,0.0,0.0,64,192,0.083341459125598,0.2500243773767942,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,1593020.5,2251519.208072741,3185085.0,956.0,10009857.0,4092.734049507737,10012751.0,10006963.0,c_rd_na_1_DoS
